id,kingdom,phylum,class,order,family,genus,species,counts,effective_length,sample
KF771435.1.1494,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,uncultured bacterium,3,1,T1B5
KF798448.1.1511,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,uncultured bacterium,2,1,T1B5
KF827023.1.1400,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,uncultured planctomycete,30,1,T1B5
KF827069.1.1400,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,uncultured beta proteobacterium,6,1,T1B5
KF827072.1.1400,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Methylibium,uncultured beta proteobacterium,4,1,T1B5
KF827166.1.1400,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Fimbriiglobus,uncultured planctomycete,1,1,T1B5
KF827314.1.1400,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,uncultured beta proteobacterium,5,1,T1B5
KF836223.1.1471,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,uncultured bacterium,73,1,T1B5
KF841206.1.1492,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,uncultured bacterium,54,1,T1B5
KF841294.1.1502,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Zoogloea,uncultured bacterium,4,1,T1B5
KF841312.1.1500,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Limnohabitans,uncultured bacterium,9,1,T1B5
KF841323.1.1501,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Zoogloea,uncultured bacterium,2,1,T1B5
KF841330.1.1499,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,uncultured,uncultured bacterium,23,1,T1B5
KF851138.1.1500,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,uncultured Pseudomonas sp.,8,1,T1B5
KF851141.1.1500,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,uncultured Pseudomonas sp.,6,1,T1B5
KF911302.1.1407,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter,uncultured bacterium,4,1,T1B5
KF956409.1.1451,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,uncultured Hydrogenophaga sp.,3,1,T1B5
KF956576.1.1523,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus megaterium,2,1,T1B5
KF975508.1.1488,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,uncultured bacterium,66,1,T1B5
KJ018239.1.1500,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,uncultured bacterium,3,1,T1B5
KJ127516.1.1425,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium aurum,1,1,T1B5
KJ147079.1.1489,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,Acidovorax temperans,1,1,T1B5
KJ187968.1.1418,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,Acidovorax sp. AEP1.4,8,1,T1B5
KJ191891.1.1450,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,uncultured Bradyrhizobiaceae bacterium,1,1,T1B5
KJ192053.1.1445,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured diatom,,,21,1,T1B5
KJ200435.1.1490,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ideonella,uncultured bacterium,30,1,T1B5
KJ206699.1.1473,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium,1,1,T1B5
KJ395378.1.1390,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas koreensis,8,1,T1B5
KJ528315.1.1390,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,Blastomonas sp. N5-10m-1,4,1,T1B5
KJ540667.1.1453,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,uncultured Oxalobacteraceae bacterium,1,1,T1B5
KJ548892.1.1445,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,uncultured bacterium,3,1,T1B5
KJ548893.1.1445,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,uncultured bacterium,2,1,T1B5
KJ568450.1.1498,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,uncultured,uncultured bacterium,1,1,T1B5
KJ568474.1.1498,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Simplicispira,uncultured bacterium,12,1,T1B5
KJ569218.1.1426,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,uncultured Acidovorax sp.,2,1,T1B5
KJ590570.1.1451,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,uncultured bacterium,66,1,T1B5
KJ590665.1.1493,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,uncultured bacterium,7,1,T1B5
KJ592620.1.1486,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas koreensis,6,1,T1B5
KJ599648.1.1450,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,Altererythrobacter buctensis,17,1,T1B5
KJ600964.1.1455,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,uncultured bacterium,1,1,T1B5
KJ601736.1.1493,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. LS-501,6,1,T1B5
KJ615139.1.1292,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,uncultured bacterium,1,1,T1B5
KJ615240.1.1449,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,uncultured bacterium,,22,1,T1B5
KJ638402.1.1490,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,uncultured Herbaspirillum sp.,4,1,T1B5
KJ715941.1.1351,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,bacterium E2-113,4,1,T1B5
KJ781909.1.1424,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. B85,17,1,T1B5
KJ782740.1.1446,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter,uncultured bacterium,2,1,T1B5
KJ782812.1.1480,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Aquisphaera,uncultured bacterium,10,1,T1B5
KJ783038.1.1479,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,uncultured bacterium,,,1,1,T1B5
KJ783123.1.1459,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,uncultured bacterium,,9,1,T1B5
KJ806239.1.1388,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,Sphingomonas sp. PBR-52,5,1,T1B5
KJ807887.1.1500,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,uncultured bacterium,1,1,T1B5
KJ807934.1.1499,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,uncultured,uncultured bacterium,3,1,T1B5
KJ807971.1.1447,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,uncultured bacterium,2,1,T1B5
KJ808049.1.1497,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,uncultured bacterium,15,1,T1B5
KJ808234.1.1446,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,uncultured bacterium,3,1,T1B5
KJ808332.1.1454,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,uncultured,uncultured bacterium,308,1,T1B5
KJ808442.1.1495,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rubrivivax,uncultured bacterium,9,1,T1B5
KJ808486.1.1484,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,uncultured bacterium,8,1,T1B5
KJ808512.1.1446,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,uncultured bacterium,23,1,T1B5
KJ809454.1.1509,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,uncultured bacterium,93,1,T1B5
KJ809467.1.1460,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured bacterium,2,1,T1B5
KJ817358.1.1291,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Phormidiaceae,Kamptonema PCC-6407,[Oscillatoria] sp. PCC 6506,1,1,T1B5
KJ878624.1.1449,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Bosea sp. ES3-30,14,1,T1B5
KJ878639.1.1496,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,uncultured,Rhodococcus sp. ES3-63,1,1,T1B5
KJ889245.1.1455,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Curvibacter,uncultured bacterium,2,1,T1B5
KJ959624.1.1501,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium,bacterium C1(2014),1,1,T1B5
KM025198.1.1405,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Bosea sp. Zer-1,2,1,T1B5
KM187099.1.1389,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,Oxalobacteraceae bacterium BFE7E,4,1,T1B5
KM187175.1.1371,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. CC14G2,154,1,T1B5
KM187191.1.1379,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. CC15I,5,1,T1B5
KM187620.1.1395,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,Oxalobacteraceae bacterium PRE4B,1,1,T1B5
KM200464.1.1448,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured bacterium,,,14,1,T1B5
KM204396.1.1449,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,uncultured,uncultured bacterium,2,1,T1B5
KM205490.1.1421,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured soil bacterium,,,3,1,T1B5
KM221410.1.1491,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium,uncultured bacterium,5,1,T1B5
KM244722.1.1459,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp. 16-28-2,2,1,T1B5
KM410444.1.1513,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,uncultured,uncultured prokaryote,2,1,T1B5
KM410555.1.1435,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,uncultured prokaryote,2,1,T1B5
KM823760.1.1529,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,uncultured bacterium,9,1,T1B5
KM823768.1.1506,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured bacterium,6,1,T1B5
KM877147.1.1496,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Variovorax,uncultured bacterium,4,1,T1B5
KP054169.1.1411,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,uncultured bacterium,113,1,T1B5
KP142350.1.1467,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,uncultured bacterium,41,1,T1B5
KP142425.1.1412,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,uncultured bacterium,1,1,T1B5
KP177342.1.1384,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,bacterium B0139,3,1,T1B5
KP196816.1.1379,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium succinicans,432,1,T1B5
KP231756.1.1483,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pelomonas,uncultured beta proteobacterium,7,1,T1B5
KP634999.1.1433,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,2,1,T1B5
KP636109.1.1486,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,uncultured bacterium,3,1,T1B5
KP636173.1.1414,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,uncultured bacterium,21,1,T1B5
KP636246.1.1362,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,uncultured bacterium,2,1,T1B5
KP636266.1.1373,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,uncultured bacterium,1,1,T1B5
KP636275.1.1338,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,uncultured bacterium,4,1,T1B5
KP686807.1.1443,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured bacterium,8,1,T1B5
KP749324.1.1352,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,bacterium N11_011-8,2,1,T1B5
KP876564.1.1454,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,uncultured bacterium,160,1,T1B5
KP893699.1.1453,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,uncultured bacterium,2,1,T1B5
KP974661.1.1491,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Burkholderia cenocepacia,9,1,T1B5
KP975338.1.1480,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,uncultured bacterium,4,1,T1B5
KP975348.1.1400,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,uncultured bacterium,2,1,T1B5
KP997196.1.1491,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila subsp. hydrophila,1,1,T1B5
KP997199.1.1492,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila subsp. hydrophila,1,1,T1B5
KR067481.1.1467,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,uncultured Pseudomonas sp.,3,1,T1B5
KR070960.1.1506,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii,547,1,T1B5
KR094120.1.1506,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii,330,1,T1B5
KT002250.1.1464,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,uncultured Romboutsia sp.,3,1,T1B5
KT002252.1.1465,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paraclostridium,uncultured Clostridium sp.,96,1,T1B5
KT002253.1.1465,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paraclostridium,uncultured Clostridium sp.,1,1,T1B5
KT002254.1.1465,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paraclostridium,uncultured Clostridium sp.,105,1,T1B5
KT002255.1.1465,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paraclostridium,uncultured Clostridium sp.,45,1,T1B5
KT159931.1.1497,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Burkholderia paludis,10,1,T1B5
KT182480.1.1491,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavihumibacter,uncultured Flavihumibacter sp.,32,1,T1B5
KT182486.1.1444,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,uncultured Devosia sp.,2,1,T1B5
KT182507.1.1448,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,uncultured Afipia sp.,5,1,T1B5
KT182512.1.1428,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola,uncultured Rhodobacter sp.,5,1,T1B5
KT182514.1.1452,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,uncultured Sphingomonadales bacterium,82,1,T1B5
KT182585.1.1490,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavihumibacter,uncultured Flavihumibacter sp.,1,1,T1B5
KT182592.1.1448,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,uncultured Xanthobacteraceae bacterium,18,1,T1B5
KT199248.74564.78891,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Neochloris aquatica,,,13,1,T1B5
KT262955.1.1450,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,uncultured,Acidovorax sp. enrichment culture,14,1,T1B5
KT308351.1.1492,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Mitsuaria,uncultured Hydrogenophaga sp.,8,1,T1B5
KT308537.1.1500,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,uncultured Pseudomonas sp.,11,1,T1B5
KT354877.1.1446,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,Tabrizicola sp. CC-LGY2,3,1,T1B5
KT361135.1.1479,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudorhodoplanes,uncultured bacterium,5,1,T1B5
KT371350.1.1550,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii,408,1,T1B5
KT377041.1.1530,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. 12B3,3,1,T1B5
KT695838.1.1540,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,4,1,T1B5
KT714228.1.1446,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,uncultured bacterium,4,1,T1B5
KT756664.1.1518,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,Hydrogenophaga sp. HWB-10,7,1,T1B5
KT767767.1.1442,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,5,1,T1B5
KT767792.1.1445,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,27,1,T1B5
KT767892.1.1418,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas koreensis,1,1,T1B5
KT779905.1.1439,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. CCRI03,1,1,T1B5
KT826327.1.1457,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter sp. TH147,15,1,T1B5
KT826500.1.1435,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter,Porphyrobacter sp. TH08,26,1,T1B5
KT851856.1.1476,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured bacterium,90,1,T1B5
KT851872.1.1505,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,uncultured bacterium,9,1,T1B5
KT873845.1.1454,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium selenitireducens,9,1,T1B5
KT888009.1.1435,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas chlororaphis subsp. aurantiaca,1,1,T1B5
KT890299.1.1533,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. R01,11,1,T1B5
KT923337.1.1348,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,Gordonia sp. IN101,2,1,T1B5
KT952293.1.1444,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Pinnularia sp. U-strain,,,305,1,T1B5
KT952766.1.1477,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium,1,1,T1B5
KU169373.1.1463,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium gilvum,1,1,T1B5
KU214494.1.1491,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila subsp. hydrophila,33,1,T1B5
KU321684.1.1530,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Zoogloea,Zoogloea resiniphila,1,1,T1B5
KU515089.1.1492,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,uncultured,uncultured bacterium,3,1,T1B5
KU515091.1.1490,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,uncultured bacterium,1,1,T1B5
KU515139.1.1494,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,uncultured bacterium,28,1,T1B5
KU515162.1.1498,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,uncultured bacterium,4,1,T1B5
KU515180.1.1492,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,uncultured,uncultured bacterium,1,1,T1B5
KU515270.1.1452,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,uncultured bacterium,3,1,T1B5
KU515303.1.1452,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,uncultured bacterium,2,1,T1B5
KU515472.1.1489,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,uncultured bacterium,2,1,T1B5
KU554699.1.1542,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii,354,1,T1B5
KU564062.1.1544,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila subsp. hydrophila,13,1,T1B5
KU597538.1.1468,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas koreensis,4,1,T1B5
KU695571.1.1478,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,Undibacterium danionis,4,1,T1B5
KU696286.1.1453,Bacteria,Firmicutes,Bacilli,Bacillales,Family XII,Exiguobacterium,Exiguobacterium sp.,3,1,T1B5
KU722847.1.1376,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas koreensis,5,1,T1B5
KU725739.1.1501,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida,21,1,T1B5
KU726284.1.1428,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,uncultured bacterium,4,1,T1B5
KU726320.1.1428,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,uncultured bacterium,1247,1,T1B5
KU850961.1.1476,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. ADMK5,1,1,T1B5
KU983691.1.1492,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,uncultured bacterium,2,1,T1B5
KU986649.1.1508,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus circulans,2,1,T1B5
KX036610.1.1361,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis sp. SIIA_Pb_E2,1,1,T1B5
KX138389.1.1416,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,9,1,T1B5
KX173228.1.1425,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,uncultured bacterium,52,1,T1B5
